FaixaInicial	FaixaFinal	Quantidade
195480254	195490253	10000
195490254	195500253	10000
195500254	195510253	10000
195510254	195520253	10000
195520254	195530253	10000
195530254	195540253	10000
195540254	195550253	10000
195550254	195560253	10000
195560254	195570253	10000
195570254	195580253	10000
195580254	195590253	10000
195590254	195600253	10000
195600254	195610253	10000
195610254	195620253	10000
195620254	195630253	10000
195630254	195640253	10000
195640254	195650253	10000
195650254	195660253	10000
195660254	195670253	10000
195670254	195680253	10000
195680254	195690253	10000
195690254	195700253	10000
195700254	195710253	10000
195710254	195720253	10000
195720254	195730253	10000
195730254	195740253	10000
195740254	195750253	10000
195750254	195760253	10000
195760254	195770253	10000
195770254	195780253	10000
195780254	195790253	10000
195790254	195800253	10000
195800254	195810253	10000
195810254	195820253	10000
195820254	195830253	10000
195830254	195840253	10000
195840254	195850253	10000
195850254	195860253	10000
195860254	195870253	10000
195870254	195880253	10000
195880254	195890253	10000
195890254	195900253	10000
195900254	195910253	10000
195910254	195920253	10000
195920254	195930253	10000
195930254	195940253	10000
195940254	195950253	10000
195950254	195960253	10000
195960254	195970253	10000
195970254	195980253	10000
195980254	195990253	10000
195990254	196000253	10000
196000254	196010253	10000
196010254	196020253	10000
196020254	196030253	10000
196030254	196040253	10000
196040254	196050253	10000
196050254	196060253	10000
196060254	196070253	10000
196070254	196080253	10000
196080254	196090253	10000
196090254	196100253	10000
196100254	196110253	10000
196110254	196120253	10000
196120254	196130253	10000
196130254	196140253	10000
196140254	196150253	10000
196150254	196160253	10000
196160254	196170253	10000
196170254	196180253	10000
196180254	196190253	10000
196190254	196200253	10000
196200254	196210253	10000
196210254	196220253	10000
196220254	196230253	10000
196230254	196240253	10000
196240254	196250253	10000
196250254	196260253	10000
196260254	196270253	10000
196270254	196280253	10000
196280254	196290253	10000
196290254	196300253	10000
196300254	196310253	10000
196310254	196320253	10000
196320254	196330253	10000
196330254	196340253	10000
196340254	196350253	10000
196350254	196360253	10000
196360254	196370253	10000
196370254	196380253	10000
196380254	196390253	10000
196390254	196400253	10000
196400254	196410253	10000
196410254	196420253	10000
196420254	196430253	10000
196430254	196440253	10000
196440254	196450253	10000
196450254	196460253	10000
196460254	196470253	10000
196470254	196480253	10000
196480254	196490253	10000
196490254	196500253	10000
196500254	196510253	10000
196510254	196520253	10000
196520254	196530253	10000
196530254	196540253	10000
196540254	196550253	10000
196550254	196560253	10000
196560254	196570253	10000
196570254	196580253	10000
196580254	196590253	10000
196590254	196600253	10000
196600254	196610253	10000
196610254	196620253	10000
196620254	196630253	10000
196630254	196640253	10000
196640254	196650253	10000
196650254	196660253	10000
196660254	196670253	10000
196670254	196680253	10000
196680254	196690253	10000
196690254	196700253	10000
196700254	196710253	10000
196710254	196720253	10000
196720254	196730253	10000
196730254	196740253	10000
196740254	196750253	10000
196750254	196760253	10000
196760254	196770253	10000
196770254	196780253	10000
196780254	196790253	10000
196790254	196800253	10000
196800254	196810253	10000
196810254	196820253	10000
196820254	196830253	10000
196830254	196840253	10000
196840254	196850253	10000
196850254	196860253	10000
196860254	196870253	10000
196870254	196880253	10000
196880254	196890253	10000
196890254	196900253	10000
196900254	196910253	10000
196910254	196920253	10000
196920254	196930253	10000
196930254	196940253	10000
196940254	196950253	10000
196950254	196960253	10000
196960254	196970253	10000
196970254	196980253	10000
196980254	196990253	10000
196990254	197000253	10000
197000254	197010253	10000
197010254	197020253	10000
197020254	197030253	10000
197030254	197040253	10000
197040254	197050253	10000
197050254	197060253	10000
197060254	197070253	10000
197070254	197080253	10000
197080254	197090253	10000
197090254	197100253	10000
197100254	197110253	10000
197110254	197120253	10000
197120254	197130253	10000
197130254	197140253	10000
197140254	197150253	10000
197150254	197160253	10000
197160254	197170253	10000
197170254	197180253	10000
197180254	197190253	10000
197190254	197200253	10000
197200254	197210253	10000
197210254	197220253	10000
197220254	197230253	10000
197230254	197240253	10000
197240254	197250253	10000
197250254	197260253	10000
197260254	197270253	10000
197270254	197280253	10000
197280254	197290253	10000
197290254	197300253	10000
197300254	197310253	10000
197310254	197320253	10000
197320254	197330253	10000
197330254	197340253	10000
197340254	197350253	10000
197350254	197360253	10000
197360254	197370253	10000
197370254	197380253	10000
197380254	197390253	10000
197390254	197400253	10000
197400254	197410253	10000
197410254	197420253	10000
197420254	197430253	10000
197430254	197440253	10000
197440254	197450253	10000
197450254	197460253	10000
197460254	197470253	10000
197470254	197480253	10000
197480254	197490253	10000
197490254	197500253	10000
197500254	197510253	10000
197510254	197520253	10000
197520254	197530253	10000
197530254	197540253	10000
197540254	197550253	10000
197550254	197560253	10000
197560254	197570253	10000
197570254	197580253	10000
197580254	197590253	10000
197590254	197600253	10000
197600254	197610253	10000
197610254	197620253	10000
197620254	197630253	10000
197630254	197640253	10000
197640254	197650253	10000
197650254	197660253	10000
197660254	197670253	10000
197670254	197680253	10000
197680254	197690253	10000
197690254	197700253	10000
197700254	197710253	10000
197710254	197720253	10000
197720254	197730253	10000
197730254	197740253	10000
197740254	197750253	10000
197750254	197760253	10000
197760254	197770253	10000
197770254	197780253	10000
197780254	197790253	10000
197790254	197800253	10000
197800254	197810253	10000
197810254	197820253	10000
197820254	197830253	10000
197830254	197840253	10000
197840254	197850253	10000
197850254	197860253	10000
197860254	197870253	10000
197870254	197880253	10000
197880254	197890253	10000
197890254	197900253	10000
197900254	197910253	10000
197910254	197920253	10000
197920254	197930253	10000
197930254	197940253	10000
197940254	197950253	10000
197950254	197960253	10000
197960254	197970253	10000
197970254	197980253	10000
197980254	197990253	10000
197990254	198000253	10000
198000254	198010253	10000
198010254	198020253	10000
198020254	198030253	10000
198030254	198040253	10000
198040254	198050253	10000
198050254	198060253	10000
198060254	198070253	10000
198070254	198080253	10000
198080254	198090253	10000
198090254	198100253	10000
198100254	198110253	10000
198110254	198120253	10000
198120254	198130253	10000
198130254	198140253	10000
198140254	198150253	10000
198150254	198160253	10000
198160254	198170253	10000
198170254	198180253	10000
198180254	198190253	10000
198190254	198200253	10000
198200254	198210253	10000
198210254	198220253	10000
198220254	198230253	10000
198230254	198240253	10000
198240254	198250253	10000
198250254	198260253	10000
198260254	198270253	10000
198270254	198280253	10000
198280254	198290253	10000
198290254	198300253	10000
198300254	198310253	10000
198310254	198320253	10000
198320254	198330253	10000
198330254	198340253	10000
198340254	198350253	10000
198350254	198360253	10000
198360254	198370253	10000
198370254	198380253	10000
198380254	198390253	10000
198390254	198400253	10000
198400254	198410253	10000
198410254	198420253	10000
198420254	198430253	10000
198430254	198440253	10000
198440254	198450253	10000
198450254	198460253	10000
198460254	198470253	10000
198470254	198480253	10000
198480254	198490253	10000
198490254	198500253	10000
198500254	198510253	10000
198510254	198520253	10000
198520254	198530253	10000
198530254	198540253	10000
198540254	198550253	10000
198550254	198560253	10000
198560254	198570253	10000
198570254	198580253	10000
198580254	198590253	10000
198590254	198600253	10000
198600254	198610253	10000
198610254	198620253	10000
198620254	198630253	10000
198630254	198640253	10000
198640254	198650253	10000
198650254	198660253	10000
198660254	198670253	10000
198670254	198680253	10000
198680254	198690253	10000
198690254	198700253	10000
198700254	198710253	10000
198710254	198720253	10000
198720254	198730253	10000
198730254	198740253	10000
198740254	198750253	10000
198750254	198760253	10000
198760254	198770253	10000
198770254	198780253	10000
198780254	198790253	10000
198790254	198800253	10000
198800254	198810253	10000
198810254	198820253	10000
198820254	198830253	10000
198830254	198840253	10000
198840254	198850253	10000
198850254	198860253	10000
198860254	198870253	10000
198870254	198880253	10000
198880254	198890253	10000
198890254	198900253	10000
198900254	198910253	10000
198910254	198920253	10000
198920254	198930253	10000
198930254	198940253	10000
198940254	198950253	10000
198950254	198960253	10000
198960254	198970253	10000
198970254	198980253	10000
198980254	198990253	10000
198990254	199000253	10000
199000254	199010253	10000
199010254	199020253	10000
199020254	199030253	10000
199030254	199040253	10000
199040254	199050253	10000
199050254	199060253	10000
199060254	199070253	10000
199070254	199080253	10000
199080254	199090253	10000
199090254	199100253	10000
199100254	199110253	10000
199110254	199120253	10000
199120254	199130253	10000
199130254	199140253	10000
199140254	199150253	10000
199150254	199160253	10000
199160254	199170253	10000
199170254	199180253	10000
199180254	199190253	10000
199190254	199200253	10000
199200254	199210253	10000
199210254	199220253	10000
199220254	199230253	10000
199230254	199240253	10000
199240254	199250253	10000
199250254	199260253	10000
199260254	199270253	10000
199270254	199280253	10000
199280254	199290253	10000
199290254	199300253	10000
199300254	199310253	10000
199310254	199320253	10000
199320254	199330253	10000
199330254	199340253	10000
199340254	199350253	10000
199350254	199360253	10000
199360254	199370253	10000
199370254	199380253	10000
199380254	199390253	10000
199390254	199400253	10000
199400254	199410253	10000
199410254	199420253	10000
199420254	199430253	10000
199430254	199440253	10000
199440254	199450253	10000
199450254	199460253	10000
199460254	199470253	10000
199470254	199480253	10000
199480254	199490253	10000
199490254	199500253	10000
199500254	199510253	10000
199510254	199520253	10000
199520254	199530253	10000
199530254	199540253	10000
199540254	199550253	10000
199550254	199560253	10000
199560254	199570253	10000
199570254	199580253	10000
199580254	199590253	10000
199590254	199600253	10000
199600254	199610253	10000
199610254	199620253	10000
199620254	199630253	10000
199630254	199640253	10000
199640254	199650253	10000
199650254	199660253	10000
199660254	199670253	10000
199670254	199680253	10000
199680254	199690253	10000
199690254	199700253	10000
199700254	199710253	10000
199710254	199720253	10000
199720254	199730253	10000
199730254	199740253	10000
199740254	199750253	10000
199750254	199760253	10000
199760254	199770253	10000
199770254	199780253	10000
199780254	199790253	10000
199790254	199800253	10000
199800254	199810253	10000
199810254	199820253	10000
199820254	199830253	10000
199830254	199840253	10000
199840254	199850253	10000
199850254	199860253	10000
199860254	199870253	10000
199870254	199880253	10000
199880254	199890253	10000
199890254	199900253	10000
199900254	199910253	10000
199910254	199920253	10000
199920254	199930253	10000
199930254	199940253	10000
199940254	199950253	10000
199950254	199960253	10000
199960254	199970253	10000
199970254	199980253	10000
199980254	199990253	10000
199990254	200000253	10000
200000254	200010253	10000
200010254	200020253	10000
200020254	200030253	10000
200030254	200040253	10000
200040254	200050253	10000
200050254	200060253	10000
200060254	200070253	10000
200070254	200080253	10000
200080254	200090253	10000
200090254	200100253	10000
200100254	200110253	10000
200110254	200120253	10000
200120254	200130253	10000
200130254	200140253	10000
200140254	200150253	10000
200150254	200160253	10000
200160254	200170253	10000
200170254	200180253	10000
200180254	200190253	10000
200190254	200200253	10000
200200254	200210253	10000
200210254	200220253	10000
200220254	200230253	10000
200230254	200240253	10000
200240254	200250253	10000
200250254	200260253	10000
200260254	200270253	10000
200270254	200280253	10000
200280254	200290253	10000
200290254	200300253	10000
200300254	200310253	10000
200310254	200320253	10000
200320254	200330253	10000
200330254	200340253	10000
200340254	200350253	10000
200350254	200360253	10000
200360254	200370253	10000
200370254	200380253	10000
200380254	200390253	10000
200390254	200400253	10000
200400254	200410253	10000
200410254	200420253	10000
200420254	200430253	10000
200430254	200440253	10000
200440254	200450253	10000
200450254	200460253	10000
200460254	200470253	10000
200470254	200480253	10000
200480254	200490253	10000
200490254	200500253	10000
200500254	200510253	10000
200510254	200520253	10000
200520254	200530253	10000
200530254	200540253	10000
200540254	200550253	10000
200550254	200560253	10000
200560254	200570253	10000
200570254	200580253	10000
200580254	200590253	10000
200590254	200600253	10000
200600254	200610253	10000
200610254	200620253	10000
200620254	200630253	10000
200630254	200640253	10000
200640254	200650253	10000
200650254	200660253	10000
200660254	200670253	10000
200670254	200680253	10000
200680254	200690253	10000
200690254	200700253	10000
200700254	200710253	10000
200710254	200720253	10000
200720254	200730253	10000
200730254	200740253	10000
200740254	200750253	10000
200750254	200760253	10000
200760254	200770253	10000
200770254	200780253	10000
200780254	200790253	10000
200790254	200800253	10000
200800254	200810253	10000
200810254	200820253	10000
200820254	200830253	10000
200830254	200840253	10000
200840254	200850253	10000
200850254	200860253	10000
200860254	200870253	10000
200870254	200880253	10000
200880254	200890253	10000
200890254	200900253	10000
200900254	200910253	10000
200910254	200920253	10000
200920254	200930253	10000
200930254	200940253	10000
200940254	200950253	10000
200950254	200960253	10000
200960254	200970253	10000
200970254	200980253	10000
200980254	200990253	10000
200990254	201000253	10000
201000254	201010253	10000
201010254	201020253	10000
201020254	201030253	10000
201030254	201040253	10000
201040254	201050253	10000
201050254	201060253	10000
201060254	201070253	10000
201070254	201080253	10000
201080254	201090253	10000
201090254	201100253	10000
201100254	201110253	10000
201110254	201120253	10000
201120254	201130253	10000
201130254	201140253	10000
201140254	201150253	10000
201150254	201160253	10000
201160254	201170253	10000
201170254	201180253	10000
201180254	201190253	10000
201190254	201200253	10000
201200254	201210253	10000
201210254	201220253	10000
201220254	201230253	10000
201230254	201240253	10000
201240254	201250253	10000
201250254	201260253	10000
201260254	201270253	10000
201270254	201280253	10000
201280254	201290253	10000
201290254	201300253	10000
201300254	201310253	10000
201310254	201320253	10000
201320254	201330253	10000
201330254	201340253	10000
201340254	201350253	10000
201350254	201360253	10000
201360254	201370253	10000
201370254	201380253	10000
201380254	201390253	10000
201390254	201400253	10000
201400254	201410253	10000
201410254	201420253	10000
201420254	201430253	10000
201430254	201440253	10000
201440254	201450253	10000
201450254	201460253	10000
201460254	201470253	10000
201470254	201480253	10000
201480254	201490253	10000
201490254	201500253	10000
201500254	201510253	10000
201510254	201520253	10000
201520254	201530253	10000
201530254	201540253	10000
201540254	201550253	10000
201620254	201630253	10000
201630254	201640253	10000
201640254	201650253	10000
201880254	201890253	10000
202220254	202230253	10000
202300254	202310253	10000
202310254	202320253	10000
202520254	202530253	10000
202910254	202920253	10000
202940254	202950253	10000
203000254	203010253	10000
203010254	203020253	10000
203160254	203170253	10000
203170254	203180253	10000
203180254	203190253	10000
203760254	203770253	10000
203770254	203780253	10000
204290254	204300253	10000
204660254	204670253	10000
204680254	204690253	10000
204700254	204710253	10000
206020254	206030253	10000
206030254	206040253	10000
206040254	206050253	10000
206050254	206060253	10000
206060254	206070253	10000
206290254	206300253	10000
206300254	206310253	10000
206310254	206320253	10000
206320254	206330253	10000
206330254	206340253	10000
206340254	206350253	10000
206350254	206360253	10000
206360254	206370253	10000
206370254	206380253	10000
206380254	206390253	10000
206390254	206400253	10000
206400254	206410253	10000
206410254	206420253	10000
206420254	206430253	10000
206430254	206440253	10000
206440254	206450253	10000
206450254	206460253	10000
206460254	206470253	10000
206470254	206480253	10000
206480254	206490253	10000
206490254	206500253	10000
206500254	206510253	10000
206510254	206520253	10000
206520254	206530253	10000
206530254	206540253	10000
206540254	206550253	10000
206550254	206560253	10000
206560254	206570253	10000
206570254	206580253	10000
206580254	206590253	10000
206590254	206600253	10000
206600254	206610253	10000
206610254	206620253	10000
206620254	206630253	10000
206630254	206640253	10000
206640254	206650253	10000
206650254	206660253	10000
206660254	206670253	10000
206670254	206680253	10000
206680254	206690253	10000
206690254	206700253	10000
206700254	206710253	10000
206710254	206720253	10000
206720254	206730253	10000
206730254	206740253	10000
206740254	206750253	10000
206750254	206760253	10000
206760254	206770253	10000
206770254	206780253	10000
206780254	206790253	10000
206790254	206800253	10000
206800254	206810253	10000
206810254	206820253	10000
206820254	206830253	10000
206830254	206840253	10000
206840254	206850253	10000
206850254	206860253	10000
206860254	206870253	10000
206870254	206880253	10000
206880254	206890253	10000
206890254	206900253	10000
206900254	206910253	10000
206910254	206920253	10000
206920254	206930253	10000
206930254	206940253	10000
206940254	206950253	10000
206950254	206960253	10000
206960254	206970253	10000
206970254	206980253	10000
206980254	206990253	10000
206990254	207000253	10000
207000254	207010253	10000
207010254	207020253	10000
207020254	207030253	10000
207030254	207040253	10000
207040254	207050253	10000
207050254	207060253	10000
207060254	207070253	10000
207070254	207080253	10000
207080254	207090253	10000
207090254	207100253	10000
207100254	207110253	10000
207110254	207120253	10000
207120254	207130253	10000
207130254	207140253	10000
207140254	207150253	10000
207150254	207160253	10000
207160254	207170253	10000
207170254	207180253	10000
207180254	207190253	10000
207190254	207200253	10000
207200254	207210253	10000
207210254	207220253	10000
207220254	207230253	10000
207230254	207240253	10000
207240254	207250253	10000
207250254	207260253	10000
207260254	207270253	10000
207270254	207280253	10000
207280254	207290253	10000
207290254	207300253	10000
207300254	207310253	10000
207310254	207320253	10000
207320254	207330253	10000
207330254	207340253	10000
207340254	207350253	10000
207350254	207360253	10000
207360254	207370253	10000
207370254	207380253	10000
207380254	207390253	10000
207390254	207400253	10000
207400254	207410253	10000
207410254	207420253	10000
207420254	207430253	10000
207430254	207440253	10000
207440254	207450253	10000
207450254	207460253	10000
207460254	207470253	10000
207470254	207480253	10000
207480254	207490253	10000
207490254	207500253	10000
207500254	207510253	10000
207510254	207520253	10000
207520254	207530253	10000
207530254	207540253	10000
207540254	207550253	10000
207550254	207560253	10000
207560254	207570253	10000
207570254	207580253	10000
207580254	207590253	10000
207590254	207600253	10000
207600254	207610253	10000
207610254	207620253	10000
207620254	207630253	10000
207630254	207640253	10000
207640254	207650253	10000
207650254	207660253	10000
207660254	207670253	10000
207670254	207680253	10000
207680254	207690253	10000
207690254	207700253	10000
207700254	207710253	10000
207710254	207720253	10000
207720254	207730253	10000
207730254	207740253	10000
207740254	207750253	10000
207750254	207760253	10000
207760254	207770253	10000
207770254	207780253	10000
207780254	207790253	10000
207790254	207800253	10000
207800254	207810253	10000
207810254	207820253	10000
207820254	207830253	10000
207830254	207840253	10000
207840254	207850253	10000
207850254	207860253	10000
207860254	207870253	10000
207870254	207880253	10000
207880254	207890253	10000
207890254	207900253	10000
207900254	207910253	10000
207910254	207920253	10000
207920254	207930253	10000
207930254	207940253	10000
207940254	207950253	10000
207950254	207960253	10000
207960254	207970253	10000
207970254	207980253	10000
207980254	207990253	10000
207990254	208000253	10000
208000254	208010253	10000
208010254	208020253	10000
208020254	208030253	10000
208030254	208040253	10000
208040254	208050253	10000
208050254	208060253	10000
208060254	208070253	10000
208070254	208080253	10000
208080254	208090253	10000
208090254	208100253	10000
208100254	208110253	10000
208110254	208120253	10000
208120254	208130253	10000
208130254	208140253	10000
208140254	208150253	10000
208150254	208160253	10000
208160254	208170253	10000
208170254	208180253	10000
208180254	208190253	10000
208190254	208200253	10000
208200254	208210253	10000
208210254	208220253	10000
208220254	208230253	10000
208230254	208240253	10000
208240254	208250253	10000
208250254	208260253	10000
208260254	208270253	10000
208270254	208280253	10000
208280254	208290253	10000
208290254	208300253	10000
208300254	208310253	10000
208310254	208320253	10000
208320254	208330253	10000
208330254	208340253	10000
208340254	208350253	10000
208350254	208360253	10000
208360254	208370253	10000
208370254	208380253	10000
208380254	208390253	10000
208390254	208400253	10000
208400254	208410253	10000
208410254	208420253	10000
208420254	208430253	10000
208430254	208440253	10000
208440254	208450253	10000
208450254	208460253	10000
208460254	208470253	10000
208470254	208480253	10000
208480254	208490253	10000
208490254	208500253	10000
208500254	208510253	10000
208510254	208520253	10000
208520254	208530253	10000
208530254	208540253	10000
208540254	208550253	10000
208550254	208560253	10000
208560254	208570253	10000
208570254	208580253	10000
208580254	208590253	10000
208590254	208600253	10000
208600254	208610253	10000
208610254	208620253	10000
208620254	208630253	10000
208630254	208640253	10000
208640254	208650253	10000
208650254	208660253	10000
208660254	208670253	10000
208670254	208680253	10000
208680254	208690253	10000
208690254	208700253	10000
208700254	208710253	10000
208710254	208720253	10000
208720254	208730253	10000
208730254	208740253	10000
208740254	208750253	10000
208750254	208760253	10000
208760254	208770253	10000
208770254	208780253	10000
208780254	208790253	10000
208790254	208800253	10000
208800254	208810253	10000
208810254	208820253	10000
208820254	208830253	10000
208830254	208840253	10000
208840254	208850253	10000
208850254	208860253	10000
208860254	208870253	10000
208870254	208880253	10000
208880254	208890253	10000
208890254	208900253	10000
208900254	208910253	10000
208910254	208920253	10000
208920254	208930253	10000
208930254	208940253	10000
208940254	208950253	10000
208950254	208960253	10000
208960254	208970253	10000
208970254	208980253	10000
208980254	208990253	10000
208990254	209000253	10000
209000254	209010253	10000
209010254	209020253	10000
209020254	209030253	10000
209030254	209040253	10000
209040254	209050253	10000
209050254	209060253	10000
209060254	209070253	10000
209070254	209080253	10000
209080254	209090253	10000
209090254	209100253	10000
209100254	209110253	10000
209110254	209120253	10000
209120254	209130253	10000
209130254	209140253	10000
209140254	209150253	10000
209150254	209160253	10000
209160254	209170253	10000
209170254	209180253	10000
209180254	209190253	10000
209190254	209200253	10000
209200254	209210253	10000
209210254	209220253	10000
209220254	209230253	10000
209230254	209240253	10000
209240254	209250253	10000
209250254	209260253	10000
209260254	209270253	10000
209270254	209280253	10000
209280254	209290253	10000
209290254	209300253	10000
209300254	209310253	10000
209310254	209320253	10000
209320254	209330253	10000
209330254	209340253	10000
209340254	209350253	10000
209350254	209360253	10000
209360254	209370253	10000
209370254	209380253	10000
209380254	209390253	10000
209390254	209400253	10000
209400254	209410253	10000
209410254	209420253	10000
209420254	209430253	10000
209430254	209440253	10000
209440254	209450253	10000
209450254	209460253	10000
209460254	209470253	10000
209470254	209480253	10000
209480254	209490253	10000
209490254	209500253	10000
209500254	209510253	10000
209510254	209520253	10000
209520254	209530253	10000
209530254	209540253	10000
209540254	209550253	10000
209550254	209560253	10000
209560254	209570253	10000
209570254	209580253	10000
209580254	209590253	10000
209590254	209600253	10000
209600254	209610253	10000
209610254	209620253	10000
209620254	209630253	10000
209630254	209640253	10000
209640254	209650253	10000
209650254	209660253	10000
209660254	209670253	10000
209670254	209680253	10000
209680254	209690253	10000
209690254	209700253	10000
209700254	209710253	10000
209710254	209720253	10000
209720254	209730253	10000
209730254	209740253	10000
209740254	209750253	10000
209750254	209760253	10000
209760254	209770253	10000
209770254	209780253	10000
209780254	209790253	10000
209790254	209800253	10000
209800254	209810253	10000
209810254	209820253	10000
209820254	209830253	10000
209830254	209840253	10000
209840254	209850253	10000
209850254	209860253	10000
209860254	209870253	10000
209870254	209880253	10000
209880254	209890253	10000
209890254	209900253	10000
209900254	209910253	10000
209910254	209920253	10000
209920254	209930253	10000
209930254	209940253	10000
209940254	209950253	10000
209950254	209960253	10000
209960254	209970253	10000
209970254	209980253	10000
209980254	209990253	10000
209990254	210000253	10000
210000254	210010253	10000
210010254	210020253	10000
210020254	210030253	10000
210030254	210040253	10000
210040254	210050253	10000
210050254	210060253	10000
210060254	210070253	10000
210070254	210080253	10000
210080254	210090253	10000
210090254	210100253	10000
210100254	210110253	10000
210110254	210120253	10000
210120254	210130253	10000
210130254	210140253	10000
210140254	210150253	10000
210150254	210160253	10000
210160254	210170253	10000
210170254	210180253	10000
210180254	210190253	10000
210190254	210200253	10000
210200254	210210253	10000
210210254	210220253	10000
210220254	210230253	10000
210230254	210240253	10000
210240254	210250253	10000
210250254	210260253	10000
210260254	210270253	10000
210270254	210280253	10000
210280254	210290253	10000
210290254	210300253	10000
210300254	210310253	10000
210310254	210320253	10000
210320254	210330253	10000
210330254	210340253	10000
210340254	210350253	10000
210350254	210360253	10000
210360254	210370253	10000
210370254	210380253	10000
210380254	210390253	10000
210390254	210400253	10000
210400254	210410253	10000
210410254	210420253	10000
210420254	210430253	10000
210430254	210440253	10000
210440254	210450253	10000
210450254	210460253	10000
210460254	210470253	10000
210470254	210480253	10000
210480254	210490253	10000
210490254	210500253	10000
210500254	210510253	10000
210510254	210520253	10000
210520254	210530253	10000
210530254	210540253	10000
210540254	210550253	10000
210550254	210560253	10000
210560254	210570253	10000
210570254	210580253	10000
210580254	210590253	10000
210590254	210600253	10000
210600254	210610253	10000
210610254	210620253	10000
210620254	210630253	10000
210630254	210640253	10000
210640254	210650253	10000
210650254	210660253	10000
210660254	210670253	10000
210670254	210680253	10000
210680254	210690253	10000
210690254	210700253	10000
210700254	210710253	10000
210710254	210720253	10000
210720254	210730253	10000
210730254	210740253	10000
210740254	210750253	10000
210750254	210760253	10000
210760254	210770253	10000
210770254	210780253	10000
210780254	210790253	10000
210790254	210800253	10000
210800254	210810253	10000
210810254	210820253	10000
210820254	210830253	10000
210830254	210840253	10000
210840254	210850253	10000
210850254	210860253	10000
210860254	210870253	10000
210870254	210880253	10000
210880254	210890253	10000
210890254	210900253	10000
210900254	210910253	10000
210910254	210920253	10000
210920254	210930253	10000
210930254	210940253	10000
210940254	210950253	10000
210950254	210960253	10000
210960254	210970253	10000
210970254	210980253	10000
210980254	210990253	10000
210990254	211000253	10000
211000254	211010253	10000
211010254	211020253	10000
211020254	211030253	10000
211030254	211040253	10000
211040254	211050253	10000
211050254	211060253	10000
211060254	211070253	10000
211070254	211080253	10000
211080254	211090253	10000
211090254	211100253	10000
211100254	211110253	10000
211110254	211120253	10000
211120254	211130253	10000
211130254	211140253	10000
211140254	211150253	10000
211150254	211160253	10000
211160254	211170253	10000
211170254	211180253	10000
211180254	211190253	10000
211190254	211200253	10000
211200254	211210253	10000
211210254	211220253	10000
211220254	211230253	10000
211230254	211240253	10000
211240254	211250253	10000
211250254	211260253	10000
211260254	211270253	10000
211270254	211280253	10000
211280254	211290253	10000
211290254	211300253	10000
211300254	211310253	10000
211310254	211320253	10000
211320254	211330253	10000
211330254	211340253	10000
211340254	211350253	10000
211350254	211360253	10000
211360254	211370253	10000
211370254	211380253	10000
211380254	211390253	10000
211390254	211400253	10000
211400254	211410253	10000
211410254	211420253	10000
211420254	211430253	10000
211430254	211440253	10000
211440254	211450253	10000
211450254	211460253	10000
211460254	211470253	10000
211470254	211480253	10000
211480254	211490253	10000
211490254	211500253	10000
211500254	211510253	10000
211510254	211520253	10000
211520254	211530253	10000
211530254	211540253	10000
211540254	211550253	10000
211550254	211560253	10000
211560254	211570253	10000
211570254	211580253	10000
211580254	211590253	10000
211590254	211600253	10000
211600254	211610253	10000
211610254	211620253	10000
211620254	211630253	10000
211630254	211640253	10000
211640254	211650253	10000
211650254	211660253	10000
211660254	211670253	10000
211670254	211680253	10000
211680254	211690253	10000
211690254	211700253	10000
211700254	211710253	10000
211710254	211720253	10000
211720254	211730253	10000
211730254	211740253	10000
211740254	211750253	10000
211750254	211760253	10000
211760254	211770253	10000
211770254	211780253	10000
211780254	211790253	10000
211790254	211800253	10000
211800254	211810253	10000
211810254	211820253	10000
211820254	211830253	10000
211830254	211840253	10000
211840254	211850253	10000
211850254	211860253	10000
211860254	211870253	10000
211870254	211880253	10000
211880254	211890253	10000
211890254	211900253	10000
211900254	211910253	10000
211910254	211920253	10000
211920254	211930253	10000
211930254	211940253	10000
211940254	211950253	10000
211950254	211960253	10000
211960254	211970253	10000
211970254	211980253	10000
211980254	211990253	10000
211990254	212000253	10000
212000254	212010253	10000
212010254	212020253	10000
212020254	212030253	10000
212030254	212040253	10000
212040254	212050253	10000
212050254	212060253	10000
212060254	212070253	10000
212070254	212080253	10000
212080254	212090253	10000
212090254	212100253	10000
212100254	212110253	10000
212110254	212120253	10000
212120254	212130253	10000
212130254	212140253	10000
212140254	212150253	10000
212150254	212160253	10000
212160254	212170253	10000
212170254	212180253	10000
212180254	212190253	10000
212190254	212200253	10000
212200254	212210253	10000
212210254	212220253	10000
212220254	212230253	10000
212230254	212240253	10000
212240254	212250253	10000
212250254	212260253	10000
212260254	212270253	10000
212270254	212280253	10000
212280254	212290253	10000
212290254	212300253	10000
212300254	212310253	10000
212310254	212320253	10000
212320254	212330253	10000
212330254	212340253	10000
212340254	212350253	10000
212350254	212360253	10000
212360254	212370253	10000
212370254	212380253	10000
212380254	212390253	10000
212390254	212400253	10000
212400254	212410253	10000
212410254	212420253	10000
212420254	212430253	10000
212430254	212440253	10000
212440254	212450253	10000
212450254	212460253	10000
212460254	212470253	10000
212470254	212480253	10000
212480254	212490253	10000
212490254	212500253	10000
212500254	212510253	10000
212510254	212520253	10000
212520254	212530253	10000
212530254	212540253	10000
212540254	212550253	10000
212550254	212560253	10000
212560254	212570253	10000
212570254	212580253	10000
212580254	212590253	10000
212590254	212600253	10000
212600254	212610253	10000
212610254	212620253	10000
212620254	212630253	10000
212630254	212640253	10000
212640254	212650253	10000
212650254	212660253	10000
